Año,Fecha aaaa-mm,Fecha aaaa-mm-dd,Pais Destino,Posición,Descripción Arancel,Descripción Arancel País,Cod. Armonizado/Producto Ingles,Desc. Cod. Armonizado Ingles,TOTAL Cantidad 1,Unidad Comercial 1,TOTAL Valor FOB (US$),Valor FOB Unitario US$ (Cantidad-1),TOTAL Peso Bruto (Kg),Via,Aduana,Exportador,Dirección,Ciudad domicilio,Estado domicilio,Empresa Extranjera,Empresa Extranjera Dirección,Puerto Embarque,Producto
2019,2019-11,01/11/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE HASS AVOCADOS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,39551.97,1.82,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE HASS AVOCADOS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,39551.97,1.82,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE HASS AVOCADOS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,37632,1.73,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE HASS AVOCADOS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,39551.97,1.82,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESTADOS UNIDOS,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE HASS AVOCADOS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,39551.97,1.82,21696,MARITIMA,TUXPAN - VER,DEL MONTE GRUPO COMERCIAL SA DE CV,SAN LORENZO 106 201 DEL VALLE INSURGENTES Y MANZANAS,COYOACAN,DISTRITO FEDERAL,DEL MONTE FRESH PRODUCE NA INC,SEVILLA AVENUE,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,41600,KILOGRAMO,83987.1,02.02,43200,MARITIMA,MANZANILLO - COL,PARAMUS PRODUCE S DE P R DE RL DE CV,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,JOSE LUIS MONTOSA SL,FINCA EL MOLINO,COLIMA,Aguacate
2019,2019-11,01/11/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20768,KILOGRAMO,58080.02,2.8,22470,MARITIMA,MANZANILLO - COL,DISTRIBUIDORA AGRICOLA LA VIA S A DE C V,CARRETERA TACAMBARO PATZCUARO KM 8 S N CENTRO,TACAMBARO,MICHOACAN,DOLE KOREA LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,COREA DEL SUR,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,58752,2.78,23850,MARITIMA,MANZANILLO - COL,DISTRIBUIDORA AGRICOLA LA VIA S A DE C V,CARRETERA TACAMBARO PATZCUARO KM 8 S N CENTRO,TACAMBARO,MICHOACAN,DOLE KOREA LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20400,KILOGRAMO,57068.03,2.8,21880,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,REYES GUTIERREZ S L,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20640,KILOGRAMO,61385.44,2.97,22120,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,REYES GUTIERREZ S L,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20400,KILOGRAMO,57068.03,2.8,21880,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,REYES GUTIERREZ S L,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21000,KILOGRAMO,55095.98,2.62,22480,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,COMPAIA AGUACATERA DEL SUR S L,PADRE TIENDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21000,KILOGRAMO,55887.97,2.66,22480,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,FRUITS CMR S A,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21000,KILOGRAMO,55026.01,2.62,22480,MARITIMA,MANZANILLO - COL,GRUPO DG FRESH S DE RL DE CV,ALVARO OBREGON 305,GOMEZ FARIAS,JALISCO,AXARFRUIT SL,EXPLANADA DE LA ESTACION VELEZ,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,17920,KILOGRAMO,57120.01,3.19,24312,MARITIMA,ALTAMIRA - TAMPS,VALENCIA QUALITY AVOCADOS,BRASIL 188,URUAPAN,MICHOACAN,TERRA EXPORTS INTL LLC,S MARYLAND PKWY STE A5 159,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,71511.97,3.19,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,75039.99,3.35,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,63504.01,2.84,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,71231.97,3.18,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,75039.99,3.35,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,75039.99,3.35,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,71455.98,3.19,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,75039.99,3.35,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,74199.99,3.31,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,75039.99,3.35,24400,MARITIMA,ALTAMIRA - TAMPS,VALENCIA ESPINOSA RAMON,PROL VERACRUZ 2316 COLORIN OYAMEL Y ENCINO,URUAPAN,MICHOACAN,NATURES PRIDE,HONDERDLAND,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21964.8,KILOGRAMO,57277.38,2.61,23584.8,MARITIMA,ALTAMIRA - TAMPS,COMERCIALIZADORA DE FRUTAS ACAPULCO SA DE CV,CARR ZAMORA LOS REYES KM 37 5 SAN JUANICO SIN REFERENCIAS,TINGUINDIN,MICHOACAN,AZ FRANCE SA,ZAC DU MIN AVENUE JOSEPH PIERRE BOITELET,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22070.4,KILOGRAMO,57277.38,2.6,23690.4,MARITIMA,ALTAMIRA - TAMPS,COMERCIALIZADORA DE FRUTAS ACAPULCO SA DE CV,CARR ZAMORA LOS REYES KM 37 5 SAN JUANICO SIN REFERENCIAS,TINGUINDIN,MICHOACAN,AZ FRANCE SA,ZAC DU MIN AVENUE JOSEPH PIERRE BOITELET,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21964.8,KILOGRAMO,56989.55,2.59,23584.8,MARITIMA,ALTAMIRA - TAMPS,COMERCIALIZADORA DE FRUTAS ACAPULCO SA DE CV,CARR ZAMORA LOS REYES KM 37 5 SAN JUANICO SIN REFERENCIAS,TINGUINDIN,MICHOACAN,AZ FRANCE SA,ZAC DU MIN AVENUE JOSEPH PIERRE BOITELET,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,63359.99,3,23700,MARITIMA,ALTAMIRA - TAMPS,AZTECAVO SA DE CV,KM 72 CARRETERA CARAPAN URUAPAN LA QUINTA SIN CALLES,URUAPAN,MICHOACAN,COMEXA,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,63359.99,3,23260,MARITIMA,ALTAMIRA - TAMPS,AZTECAVO SA DE CV,KM 72 CARRETERA CARAPAN URUAPAN LA QUINTA SIN CALLES,URUAPAN,MICHOACAN,COMEXA,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,63359.99,3,22420,MARITIMA,ALTAMIRA - TAMPS,AZTECAVO SA DE CV,KM 72 CARRETERA CARAPAN URUAPAN LA QUINTA SIN CALLES,URUAPAN,MICHOACAN,COMEXA,DESCONOCIDA,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21280,KILOGRAMO,58288.27,2.74,23500,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,REYES GUTIERREZ SL,CAMINO DE MALAGA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,28329.08,1.26,23500,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,AVOMIX SL,VELAZQUEZ,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,40487.99,1.81,23500,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,COMPAIA AGUACATERA DEL SUR S L,PADRE TIENDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,40152,1.79,23500,MARITIMA,MANZANILLO - COL,AVO SELECT SA DE CV,CARR ESTATAL LIBRE CIUDAD GUZMAN ZAPOTILTIC MARGEN IZQUIERDO KM 3 5 ZAPOTLAN EL GRANDE CIUDAD GU,CIUDAD GUZMAN,JALISCO,COMPAIA AGUACATERA DEL SUR S L,PADRE TIENDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,FRANCIA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO HASS,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,70131.59,3.32,22836,MARITIMA,ALTAMIRA - TAMPS,MARMA EXPORTS SA DE C V,AV LAZARO CARDENAS NTE SN,ZIRACUNARETIRO,MICHOACAN,GREENYARD FRESH FRANCE SAS,15 BOULEVARD DU DELTA ZONE EURO DELTA,TAMAULIPAS,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,PLATANO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19591.2,KILOGRAMO,11029.83,0.56,84844.8,MARITIMA,VERACRUZ - VER,FRUTAS CHANITOS S A DE C V,CENTRAL DE ABASTO BODEGA X 14 SN,IZTAPALAPA,DISTRITO FEDERAL,FAVORITA EUROPE BV,DESCONOCIDO,VERACRUZ,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATES,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20800,KILOGRAMO,34832.94,1.67,20800,MARITIMA,MANZANILLO - COL,FERNANDO OCHOA RODRIGUEZ,CL VICENTE GUERRERO 337,ZAPOPAN,JALISCO,JOSE LUIS MONTOSA SL,FINCA EL MOLINO,COLIMA,Aguacate
2019,2019-11,01/11/2019,JAPON,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,18920,KILOGRAMO,36888.01,1.95,21440,MARITIMA,LAZARO CARDENAS - MICH,DISTRIBUIDORA AGRICOLA LA VIA S A DE C V,CARRETERA TACAMBARO PATZCUARO KM 8 S N CENTRO,TACAMBARO,MICHOACAN,ITOCHU CORPORATION,KITA AOYAMA,MICHOACAN,Aguacate
2019,2019-11,01/11/2019,JAPON,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,19200,KILOGRAMO,47999.97,2.5,21760,MARITIMA,MANZANILLO - COL,GRUPO WEST PAK DE MEXICO S DE RL DE CV,18 DE MARZO 10 EMILIANO ZAPATA AV REVOLUCION Y ANDADOR PLAN DE A,URUAPAN,MICHOACAN,WEST PAK AVOCADO INC,SKY CANYON DRIVE STE A,COLIMA,Aguacate
2019,2019-11,01/11/2019,JAPON,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,20320,KILOGRAMO,29417.3,1.45,20320,MARITIMA,MANZANILLO - COL,CALAVO DE MEXICO SA DE CV,LBTO ORIENTE 2650 QUIRINDAVARA URUAPAN MICH STA ROSA Y HOSPITAL REGIONAL,URUAPAN,MICHOACAN,CALAVO GROWERS INC,1141 A CUMMINGS ROAD,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21760,KILOGRAMO,63627.99,2.92,22548,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,AXARFRUIT SL,EXPLANADA DE LA ESTACION VELEZ,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21436.8,KILOGRAMO,57172.97,2.67,22762,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21321.6,KILOGRAMO,73383.32,3.44,22702,MARITIMA,MANZANILLO - COL,MISSION DE MEXICO SA DE CV,LIBR OTE KM 1 7 QUIRINDAVARA URUAPAN MICH CAM VIEJO A STA ROSA C URUA AP,URUAPAN,MICHOACAN,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,43653.61,1.95,24638,MARITIMA,MANZANILLO - COL,FOB FRUIT SA DE CV,AVENIDA GUADALUPE COL GLORIAS DEL COLLI 339,ZAPOPAN,JALISCO,JOSE LUIS MONTOSA SL,FINCA EL MOLINO,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,43775.71,1.95,24677,MARITIMA,MANZANILLO - COL,FOB FRUIT SA DE CV,AVENIDA GUADALUPE COL GLORIAS DEL COLLI 339,ZAPOPAN,JALISCO,JOSE LUIS MONTOSA SL,FINCA EL MOLINO,COLIMA,Aguacate
2019,2019-11,01/11/2019,ESPAÑA,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,38952.42,1.74,24577,MARITIMA,MANZANILLO - COL,FOB FRUIT SA DE CV,AVENIDA GUADALUPE COL GLORIAS DEL COLLI 339,ZAPOPAN,JALISCO,JOSE LUIS MONTOSA SL,FINCA EL MOLINO,COLIMA,Aguacate
2019,2019-11,01/11/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,67984.01,03.04,22400,MARITIMA,MANZANILLO - COL,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,GREENCELL LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,REINO UNIDO,804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,22400,KILOGRAMO,63055.99,2.81,22400,MARITIMA,MANZANILLO - COL,MEVI AGUACATES DE CALIDAD S A DE C V,VERDUZCO COL CENTRO,TANCITARO,MICHOACAN,GREENCELL LTD,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,23039.97,01.06,22598,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21696,KILOGRAMO,23039.97,01.06,22598,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21321.6,KILOGRAMO,63221.98,2.97,22598,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
2019,2019-11,01/11/2019,PAÍSES BAJOS (HOLANDA),804400100,AGUACATES (PALTAS) FRESCOS O SECOS.,AGUACATE FRESCO,80440,AVOCADO (AVOCADO) FRESH OR DRIED.,21120,KILOGRAMO,64680,03.06,22598,MARITIMA,MANZANILLO - COL,GRUPO AGUACATERO LOS CERRITOS S DE R L DE C V,CARRETERA CIUDAD GUZMAN AL FRESNITO KM 2 0 SN,CIUDAD GUZMAN,JALISCO,MISSION PRODUCE EUROPE B V,DESCONOCIDA,COLIMA,Aguacate
